date,ccaa,pcr,pcr_ia_14
2020-05-18,La Rioja,4027,NA
2020-05-19,Andalucía,12502,NA
2020-05-19,Aragón,5551,NA
2020-05-19,Asturias,2374,NA
2020-05-19,Baleares,2016,NA
2020-05-19,Canarias,2300,NA
2020-05-19,Cantabria,2277,NA
2020-05-19,C. La Mancha,16739,NA
2020-05-19,C. León,18586,NA
2020-05-19,Cataluña,55888,NA
2020-05-19,Ceuta,119,NA
2020-05-19,C. Valenciana,10949,NA
2020-05-19,Extremadura,3040,NA
2020-05-19,Galicia,9067,NA
2020-05-19,Madrid,66967,NA
2020-05-19,Melilla,121,NA
2020-05-19,Murcia,1560,NA
2020-05-19,Navarra,5192,NA
2020-05-19,País Vasco,13412,NA
2020-05-19,La Rioja,4033,NA
2020-05-20,Andalucía,12547,NA
2020-05-20,Aragón,5588,NA
2020-05-20,Asturias,2374,NA
2020-05-20,Baleares,2024,NA
2020-05-20,Canarias,2307,NA
2020-05-20,Cantabria,2279,NA
2020-05-20,C. La Mancha,16789,NA
2020-05-20,C. León,18627,NA
2020-05-20,Cataluña,55888,NA
2020-05-20,Ceuta,119,NA
2020-05-20,C. Valenciana,10987,NA
2020-05-20,Extremadura,3042,NA
2020-05-20,Galicia,9077,NA
2020-05-20,Madrid,67049,NA
2020-05-20,Melilla,121,NA
2020-05-20,Murcia,1570,NA
2020-05-20,Navarra,5195,NA
2020-05-20,País Vasco,13421,NA
2020-05-20,La Rioja,4033,NA
NA,NA,0,NA
2020-05-25,Andalucía,12450,NA
2020-05-25,Aragón,5600,NA
2020-05-25,Asturias,2380,NA
2020-05-25,Baleares,2035,NA
2020-05-25,Canarias,2317,NA
2020-05-25,Cantabria,2283,NA
2020-05-25,C. La Mancha,16909,NA
2020-05-25,C. León,18555,NA
2020-05-25,Cataluña,57320,NA
2020-05-25,Ceuta,124,NA
2020-05-25,C. Valenciana,11056,NA
2020-05-25,Extremadura,2952,NA
2020-05-25,Galicia,9079,NA
2020-05-25,Madrid,67932,NA
2020-05-25,Melilla,121,NA
2020-05-25,Murcia,1573,NA
2020-05-25,Navarra,5195,NA
2020-05-25,País Vasco,13478,NA
2020-05-25,La Rioja,4041,NA
2020-05-26,Andalucía,12612,NA
2020-05-26,Aragón,5600,NA
2020-05-26,Asturias,2399,NA
2020-05-26,Baleares,2111,NA
2020-05-26,Canarias,2323,NA
2020-05-26,Cantabria,2283,NA
2020-05-26,C. La Mancha,16992,NA
2020-05-26,C. León,18591,NA
2020-05-26,Cataluña,57569,NA
2020-05-26,Ceuta,124,NA
2020-05-26,C. Valenciana,11089,NA
2020-05-26,Extremadura,2955,NA
2020-05-26,Galicia,9108,NA
2020-05-26,Madrid,68066,NA
2020-05-26,Melilla,121,NA
2020-05-26,Murcia,1587,NA
2020-05-26,Navarra,5199,NA
2020-05-26,País Vasco,13486,NA
2020-05-26,La Rioja,4044,NA
2020-05-27,Andalucía,12609,NA
2020-05-27,Aragón,5638,NA
2020-05-27,Asturias,2399,NA
2020-05-27,Baleares,2118,NA
2020-05-27,Canarias,2326,NA
2020-05-27,Cantabria,2289,NA
2020-05-27,C. La Mancha,16984,NA
2020-05-27,C. León,18631,NA
2020-05-27,Cataluña,57749,NA
2020-05-27,Ceuta,129,NA
2020-05-27,C. Valenciana,11100,NA
2020-05-27,Extremadura,2955,NA
2020-05-27,Galicia,9113,NA
2020-05-27,Madrid,68266,NA
2020-05-27,Melilla,121,NA
2020-05-27,Murcia,1588,NA
2020-05-27,Navarra,5206,NA
2020-05-27,País Vasco,13504,NA
2020-05-27,La Rioja,4044,NA
2020-05-28,Andalucía,12639,NA
2020-05-28,Aragón,5656,NA
2020-05-28,Asturias,2400,NA
2020-05-28,Baleares,2124,NA
2020-05-28,Canarias,2327,NA
2020-05-28,Cantabria,2297,NA
2020-05-28,C. La Mancha,17068,NA
2020-05-28,C. León,18682,NA
2020-05-28,Cataluña,58427,NA
2020-05-28,Ceuta,129,NA
2020-05-28,C. Valenciana,11160,NA
2020-05-28,Extremadura,2961,NA
2020-05-28,Galicia,9115,NA
2020-05-28,Madrid,68451,NA
2020-05-28,Melilla,121,NA
2020-05-28,Murcia,1593,NA
2020-05-28,Navarra,5223,NA
2020-05-28,País Vasco,13489,NA
2020-05-28,La Rioja,4044,NA
2020-05-29,Andalucía,12655,NA
2020-05-29,Aragón,5671,NA
2020-05-29,Asturias,2401,NA
2020-05-29,Baleares,2129,NA
2020-05-29,Canarias,2333,NA
2020-05-29,Cantabria,2298,NA
2020-05-29,C. La Mancha,17122,NA
2020-05-29,C. León,18747,NA
2020-05-29,Cataluña,58699,NA
2020-05-29,Ceuta,145,NA
2020-05-29,C. Valenciana,11191,NA
2020-05-29,Extremadura,2963,NA
2020-05-29,Galicia,9117,NA
2020-05-29,Madrid,68597,NA
2020-05-29,Melilla,121,NA
2020-05-29,Murcia,1595,NA
2020-05-29,Navarra,5238,NA
2020-05-29,País Vasco,13494,NA
2020-05-29,La Rioja,4048,NA
2020-05-30,Andalucía,12668,NA
2020-05-30,Aragón,5680,NA
2020-05-30,Asturias,2421,NA
2020-05-30,Baleares,2137,NA
2020-05-30,Canarias,2343,NA
2020-05-30,Cantabria,2298,NA
2020-05-30,C. La Mancha,17184,NA
2020-05-30,C. León,18804,NA
2020-05-30,Cataluña,59003,NA
2020-05-30,Ceuta,145,NA
2020-05-30,C. Valenciana,11199,NA
2020-05-30,Extremadura,2964,NA
2020-05-30,Galicia,9120,NA
2020-05-30,Madrid,68740,NA
2020-05-30,Melilla,121,NA
2020-05-30,Murcia,1597,NA
2020-05-30,Navarra,5247,NA
2020-05-30,País Vasco,13506,NA
2020-05-30,La Rioja,4051,NA
2020-05-31,Andalucía,12673,NA
2020-05-31,Aragón,5691,NA
2020-05-31,Asturias,2424,NA
2020-05-31,Baleares,2141,NA
2020-05-31,Canarias,2345,NA
2020-05-31,Cantabria,2303,NA
2020-05-31,C. La Mancha,17234,NA
2020-05-31,C. León,18863,NA
2020-05-31,Cataluña,59013,NA
2020-05-31,Ceuta,145,NA
2020-05-31,C. Valenciana,11201,NA
2020-05-31,Extremadura,2966,NA
2020-05-31,Galicia,9119,NA
2020-05-31,Madrid,68830,NA
2020-05-31,Melilla,121,NA
2020-05-31,Murcia,1597,NA
2020-05-31,Navarra,5254,NA
2020-05-31,País Vasco,13508,NA
2020-05-31,La Rioja,4051,NA
2020-06-01,Andalucía,12679,NA
2020-06-01,Aragón,5695,NA
2020-06-01,Asturias,2425,NA
2020-06-01,Baleares,2142,NA
2020-06-01,Canarias,2347,NA
2020-06-01,Cantabria,2303,NA
2020-06-01,C. La Mancha,17259,NA
2020-06-01,C. León,18907,NA
2020-06-01,Cataluña,59019,NA
2020-06-01,Ceuta,146,NA
2020-06-01,C. Valenciana,11228,NA
2020-06-01,Extremadura,2966,NA
2020-06-01,Galicia,9129,NA
2020-06-01,Madrid,68852,NA
2020-06-01,Melilla,121,NA
2020-06-01,Murcia,1599,NA
2020-06-01,Navarra,5259,NA
2020-06-01,País Vasco,13511,NA
2020-06-01,La Rioja,4051,NA
2020-06-02,Andalucía,12708,NA
2020-06-02,Aragón,5711,NA
2020-06-02,Asturias,2425,NA
2020-06-02,Baleares,2150,NA
2020-06-02,Canarias,2351,NA
2020-06-02,Cantabria,2314,NA
2020-06-02,C. La Mancha,17310,NA
2020-06-02,C. León,18925,NA
2020-06-02,Cataluña,59035,NA
2020-06-02,Ceuta,155,NA
2020-06-02,C. Valenciana,11238,NA
2020-06-02,Extremadura,2971,NA
2020-06-02,Galicia,9130,NA
2020-06-02,Madrid,68960,NA
2020-06-02,Melilla,122,NA
2020-06-02,Murcia,1603,NA
2020-06-02,Navarra,5259,NA
2020-06-02,País Vasco,13513,NA
2020-06-02,La Rioja,4052,NA
2020-06-03,Andalucía,12726,NA
2020-06-03,Aragón,5731,NA
2020-06-03,Asturias,2425,NA
2020-06-03,Baleares,2157,NA
2020-06-03,Canarias,2357,NA
2020-06-03,Cantabria,2316,NA
2020-06-03,C. La Mancha,17355,NA
2020-06-03,C. León,18956,NA
2020-06-03,Cataluña,59112,NA
2020-06-03,Ceuta,155,NA
2020-06-03,C. Valenciana,11254,NA
2020-06-03,Extremadura,2974,NA
2020-06-03,Galicia,9132,NA
2020-06-03,Madrid,69112,NA
2020-06-03,Melilla,122,NA
2020-06-03,Murcia,1605,NA
2020-06-03,Navarra,5261,NA
2020-06-03,País Vasco,13523,NA
2020-06-03,La Rioja,4053,NA
2020-06-04,Andalucía,12743,NA
2020-06-04,Aragón,5734,NA
2020-06-04,Asturias,2425,NA
2020-06-04,Baleares,2164,NA
2020-06-04,Canarias,2361,NA
2020-06-04,Cantabria,2316,NA
2020-06-04,C. La Mancha,17393,NA
2020-06-04,C. León,19009,NA
2020-06-04,Cataluña,59163,NA
2020-06-04,Ceuta,163,NA
2020-06-04,C. Valenciana,11265,NA
2020-06-04,Extremadura,2973,NA
2020-06-04,Galicia,9134,NA
2020-06-04,Madrid,69236,NA
2020-06-04,Melilla,122,NA
2020-06-04,Murcia,1613,NA
2020-06-04,Navarra,5265,NA
2020-06-04,País Vasco,13527,NA
2020-06-04,La Rioja,4054,NA
2020-06-05,Andalucía,12759,NA
2020-06-05,Aragón,5757,NA
2020-06-05,Asturias,2424,NA
2020-06-05,Baleares,2110,NA
2020-06-05,Canarias,2362,NA
2020-06-05,Cantabria,2320,NA
2020-06-05,C. La Mancha,17431,NA
2020-06-05,C. León,19042,NA
2020-06-05,Cataluña,59182,NA
2020-06-05,Ceuta,163,NA
2020-06-05,C. Valenciana,11285,NA
2020-06-05,Extremadura,2976,NA
2020-06-05,Galicia,9146,NA
2020-06-05,Madrid,69423,NA
2020-06-05,Melilla,122,NA
2020-06-05,Murcia,1616,NA
2020-06-05,Navarra,5275,NA
2020-06-05,País Vasco,13529,NA
2020-06-05,La Rioja,4056,NA
2020-06-06,Andalucía,12776,NA
2020-06-06,Aragón,5770,NA
2020-06-06,Asturias,2426,NA
2020-06-06,Baleares,2118,NA
2020-06-06,Canarias,2364,NA
2020-06-06,Cantabria,2320,NA
2020-06-06,C. La Mancha,17472,NA
2020-06-06,C. León,19104,NA
2020-06-06,Cataluña,59199,NA
2020-06-06,Ceuta,163,NA
2020-06-06,C. Valenciana,11300,NA
2020-06-06,Extremadura,2977,NA
2020-06-06,Galicia,9144,NA
2020-06-06,Madrid,69562,NA
2020-06-06,Melilla,122,NA
2020-06-06,Murcia,1616,NA
2020-06-06,Navarra,5285,NA
2020-06-06,País Vasco,13535,NA
2020-06-06,La Rioja,4057,NA
2020-06-07,Andalucía,12783,NA
2020-06-07,Aragón,5781,NA
2020-06-07,Asturias,2427,NA
2020-06-07,Baleares,2125,NA
2020-06-07,Canarias,2369,NA
2020-06-07,Cantabria,2321,NA
2020-06-07,C. La Mancha,17505,NA
2020-06-07,C. León,19161,NA
2020-06-07,Cataluña,59209,NA
2020-06-07,Ceuta,163,NA
2020-06-07,C. Valenciana,11314,NA
2020-06-07,Extremadura,2977,NA
2020-06-07,Galicia,9145,NA
2020-06-07,Madrid,69641,NA
2020-06-07,Melilla,122,NA
2020-06-07,Murcia,1616,NA
2020-06-07,Navarra,5288,NA
2020-06-07,País Vasco,13542,NA
2020-06-07,La Rioja,4061,NA
2020-06-08,Andalucía,12785,NA
2020-06-08,Aragón,5785,NA
2020-06-08,Asturias,2429,NA
2020-06-08,Baleares,2133,NA
2020-06-08,Canarias,2370,NA
2020-06-08,Cantabria,2323,NA
2020-06-08,C. La Mancha,17543,NA
2020-06-08,C. León,19181,NA
2020-06-08,Cataluña,59215,NA
2020-06-08,Ceuta,163,NA
2020-06-08,C. Valenciana,11332,NA
2020-06-08,Extremadura,2977,NA
2020-06-08,Galicia,9141,NA
2020-06-08,Madrid,69695,NA
2020-06-08,Melilla,122,NA
2020-06-08,Murcia,1619,NA
2020-06-08,Navarra,5294,NA
2020-06-08,País Vasco,13548,NA
2020-06-08,La Rioja,4062,NA
2020-06-09,Andalucía,12791,NA
2020-06-09,Aragón,5792,NA
2020-06-09,Asturias,2430,NA
2020-06-09,Baleares,2135,NA
2020-06-09,Canarias,2372,NA
2020-06-09,Cantabria,2324,NA
2020-06-09,C. La Mancha,17609,NA
2020-06-09,C. León,19193,NA
2020-06-09,Cataluña,59232,NA
2020-06-09,Ceuta,163,NA
2020-06-09,C. Valenciana,11342,NA
2020-06-09,Extremadura,2978,NA
2020-06-09,Galicia,9148,NA
2020-06-09,Madrid,69804,NA
2020-06-09,Melilla,122,NA
2020-06-09,Murcia,1619,NA
2020-06-09,Navarra,5295,NA
2020-06-09,País Vasco,13555,NA
2020-06-09,La Rioja,4062,NA
2020-06-10,Andalucía,12800,NA
2020-06-10,Aragón,5806,NA
2020-06-10,Asturias,2431,NA
2020-06-10,Baleares,2137,NA
2020-06-10,Canarias,2372,NA
2020-06-10,Cantabria,2324,NA
2020-06-10,C. La Mancha,17640,NA
2020-06-10,C. León,19222,NA
2020-06-10,Cataluña,59298,NA
2020-06-10,Ceuta,163,NA
2020-06-10,C. Valenciana,11361,NA
2020-06-10,Extremadura,2982,NA
2020-06-10,Galicia,9153,NA
2020-06-10,Madrid,69895,NA
2020-06-10,Melilla,122,NA
2020-06-10,Murcia,1624,NA
2020-06-10,Navarra,5299,NA
2020-06-10,País Vasco,13588,NA
2020-06-10,La Rioja,4063,NA
2020-06-11,Andalucía,12804,NA
2020-06-11,Aragón,5812,NA
2020-06-11,Asturias,2431,NA
2020-06-11,Baleares,2142,NA
2020-06-11,Canarias,2371,NA
2020-06-11,Cantabria,2327,NA
2020-06-11,C. La Mancha,17702,NA
2020-06-11,C. León,19254,NA
2020-06-11,Cataluña,59423,NA
2020-06-11,Ceuta,163,NA
2020-06-11,C. Valenciana,11381,NA
2020-06-11,Extremadura,2983,NA
2020-06-11,Galicia,9154,NA
2020-06-11,Madrid,70051,NA
2020-06-11,Melilla,122,NA
2020-06-11,Murcia,1626,NA
2020-06-11,Navarra,5303,NA
2020-06-11,País Vasco,13595,NA
2020-06-11,La Rioja,4063,NA
2020-06-12,Andalucía,12814,NA
2020-06-12,Aragón,5833,NA
2020-06-12,Asturias,2435,NA
2020-06-12,Baleares,2146,NA
2020-06-12,Canarias,2374,NA
2020-06-12,Cantabria,2327,NA
2020-06-12,C. La Mancha,17740,NA
2020-06-12,C. León,19296,NA
2020-06-12,Cataluña,59593,NA
2020-06-12,Ceuta,163,NA
2020-06-12,C. Valenciana,11389,NA
2020-06-12,Extremadura,2984,NA
2020-06-12,Galicia,9157,NA
2020-06-12,Madrid,70231,NA
2020-06-12,Melilla,122,NA
2020-06-12,Murcia,1628,NA
2020-06-12,Navarra,5308,NA
2020-06-12,País Vasco,13603,NA
2020-06-12,La Rioja,4066,NA
2020-06-13,Andalucía,12823,NA
2020-06-13,Aragón,5836,NA
2020-06-13,Asturias,2437,NA
2020-06-13,Baleares,2152,NA
2020-06-13,Canarias,2377,NA
2020-06-13,Cantabria,2332,NA
2020-06-13,C. La Mancha,17776,NA
2020-06-13,C. León,19324,NA
2020-06-13,Cataluña,59706,NA
2020-06-13,Ceuta,163,NA
2020-06-13,C. Valenciana,11393,NA
2020-06-13,Extremadura,2985,NA
2020-06-13,Galicia,9158,NA
2020-06-13,Madrid,70398,NA
2020-06-13,Melilla,123,NA
2020-06-13,Murcia,1628,NA
2020-06-13,Navarra,5311,NA
2020-06-13,País Vasco,13616,NA
2020-06-13,La Rioja,4067,NA
2020-06-14,Andalucía,12827,NA
2020-06-14,Aragón,5840,NA
2020-06-14,Asturias,2437,NA
2020-06-14,Baleares,2154,NA
2020-06-14,Canarias,2378,NA
2020-06-14,Cantabria,2334,NA
2020-06-14,C. La Mancha,17803,NA
2020-06-14,C. León,19343,NA
2020-06-14,Cataluña,59820,NA
2020-06-14,Ceuta,163,NA
2020-06-14,C. Valenciana,11404,NA
2020-06-14,Extremadura,2987,NA
2020-06-14,Galicia,9159,NA
2020-06-14,Madrid,70521,NA
2020-06-14,Melilla,124,NA
2020-06-14,Murcia,1629,NA
2020-06-14,Navarra,5311,NA
2020-06-14,País Vasco,13626,NA
2020-06-14,La Rioja,4068,NA
2020-06-15,Andalucía,12830,NA
2020-06-15,Aragón,5842,NA
2020-06-15,Asturias,2437,NA
2020-06-15,Baleares,2157,NA
2020-06-15,Canarias,2378,NA
2020-06-15,Cantabria,2334,NA
2020-06-15,C. La Mancha,17811,NA
2020-06-15,C. León,19353,NA
2020-06-15,Cataluña,59897,NA
2020-06-15,Ceuta,163,NA
2020-06-15,C. Valenciana,11418,NA
2020-06-15,Extremadura,2988,NA
2020-06-15,Galicia,9160,NA
2020-06-15,Madrid,70570,NA
2020-06-15,Melilla,124,NA
2020-06-15,Murcia,1629,NA
2020-06-15,Navarra,5311,NA
2020-06-15,País Vasco,13638,NA
2020-06-15,La Rioja,4069,NA
2020-06-16,Andalucía,12835,NA
2020-06-16,Aragón,5845,NA
2020-06-16,Asturias,2438,NA
2020-06-16,Baleares,2163,NA
2020-06-16,Canarias,2382,NA
2020-06-16,Cantabria,2336,NA
2020-06-16,C. La Mancha,17828,NA
2020-06-16,C. León,19365,NA
2020-06-16,Cataluña,59944,NA
2020-06-16,Ceuta,163,NA
2020-06-16,C. Valenciana,11421,NA
2020-06-16,Extremadura,2990,NA
2020-06-16,Galicia,9161,NA
2020-06-16,Madrid,70675,NA
2020-06-16,Melilla,124,NA
2020-06-16,Murcia,1629,NA
2020-06-16,Navarra,5312,NA
2020-06-16,País Vasco,13648,NA
2020-06-16,La Rioja,4069,NA
2020-06-17,Andalucía,12844,NA
2020-06-17,Aragón,5855,NA
2020-06-17,Asturias,2435,NA
2020-06-17,Baleares,2167,NA
2020-06-17,Canarias,2398,NA
2020-06-17,Cantabria,2341,NA
2020-06-17,C. La Mancha,17894,NA
2020-06-17,C. León,19434,NA
2020-06-17,Cataluña,60340,NA
2020-06-17,Ceuta,163,NA
2020-06-17,C. Valenciana,11441,NA
2020-06-17,Extremadura,2999,NA
2020-06-17,Galicia,9164,NA
2020-06-17,Madrid,70934,NA
2020-06-17,Melilla,124,NA
2020-06-17,Murcia,1631,NA
2020-06-17,Navarra,5364,NA
2020-06-17,País Vasco,13670,NA
2020-06-17,La Rioja,4070,NA
2020-06-18,Andalucía,12844,NA
2020-06-18,Aragón,5855,NA
2020-06-18,Asturias,2435,NA
2020-06-18,Baleares,2167,NA
2020-06-18,Canarias,2398,NA
2020-06-18,Cantabria,2341,NA
2020-06-18,C. La Mancha,17894,NA
2020-06-18,C. León,19434,NA
2020-06-18,Cataluña,60340,NA
2020-06-18,Ceuta,163,NA
2020-06-18,C. Valenciana,11441,NA
2020-06-18,Extremadura,2999,NA
2020-06-18,Galicia,9164,NA
2020-06-18,Madrid,70934,NA
2020-06-18,Melilla,124,NA
2020-06-18,Murcia,1631,NA
2020-06-18,Navarra,5364,NA
2020-06-18,País Vasco,13670,NA
2020-06-18,La Rioja,4070,NA
2020-06-19,Andalucía,12864,NA
2020-06-19,Aragón,5880,NA
2020-06-19,Asturias,2435,NA
2020-06-19,Baleares,2169,NA
2020-06-19,Canarias,2402,NA
2020-06-19,Cantabria,2342,NA
2020-06-19,C. La Mancha,17894,NA
2020-06-19,C. León,19466,NA
2020-06-19,Cataluña,60450,NA
2020-06-19,Ceuta,163,NA
2020-06-19,C. Valenciana,11451,NA
2020-06-19,Extremadura,3000,NA
2020-06-19,Galicia,9169,NA
2020-06-19,Madrid,71007,NA
2020-06-19,Melilla,124,NA
2020-06-19,Murcia,1638,NA
2020-06-19,Navarra,5370,NA
2020-06-19,País Vasco,13679,NA
2020-06-19,La Rioja,4072,NA
2020-06-20,Andalucía,12875,NA
2020-06-20,Aragón,5898,NA
2020-06-20,Asturias,2435,NA
2020-06-20,Baleares,2174,NA
2020-06-20,Canarias,2402,NA
2020-06-20,Cantabria,2342,NA
2020-06-20,C. La Mancha,17940,NA
2020-06-20,C. León,19485,NA
2020-06-20,Cataluña,60530,NA
2020-06-20,Ceuta,163,NA
2020-06-20,C. Valenciana,11476,NA
2020-06-20,Extremadura,3001,NA
2020-06-20,Galicia,9167,NA
2020-06-20,Madrid,71144,NA
2020-06-20,Melilla,124,NA
2020-06-20,Murcia,1638,NA
2020-06-20,Navarra,5378,NA
2020-06-20,País Vasco,13693,NA
2020-06-20,La Rioja,4073,NA
2020-06-21,Andalucía,12884,1.07
2020-06-21,Aragón,5931,10.69
2020-06-21,Asturias,2435,0.68
2020-06-21,Baleares,2179,3.83
2020-06-21,Canarias,2414,2.09
2020-06-21,Cantabria,2344,3.96
2020-06-21,C. La Mancha,17965,12.99
2020-06-21,C. León,19499,12.13
2020-06-21,Cataluña,60645,16.19
2020-06-21,Ceuta,163,0
2020-06-21,C. Valenciana,11479,2.84
2020-06-21,Extremadura,3006,2.72
2020-06-21,Galicia,9174,1.04
2020-06-21,Madrid,71223,18.08
2020-06-21,Melilla,124,2.31
2020-06-21,Murcia,1645,1.67
2020-06-21,Navarra,5381,8.1
2020-06-21,País Vasco,13708,7.11
2020-06-21,La Rioja,4073,3.79
2020-06-22,Andalucía,12892,1.13
2020-06-22,Aragón,5964,12.81
2020-06-22,Asturias,2435,0.49
2020-06-22,Baleares,2187,4.52
2020-06-22,Canarias,2414,2.04
2020-06-22,Cantabria,2344,3.61
2020-06-22,C. La Mancha,17987,13.53
2020-06-22,C. León,19516,12.34
2020-06-22,Cataluña,60714,16.55
2020-06-22,Ceuta,163,0
2020-06-22,C. Valenciana,11486,2.74
2020-06-22,Extremadura,3010,3.09
2020-06-22,Galicia,9174,1
2020-06-22,Madrid,71248,18.13
2020-06-22,Melilla,127,5.78
2020-06-22,Murcia,1653,2.14
2020-06-22,Navarra,5402,10.39
2020-06-22,País Vasco,13715,7.07
2020-06-22,La Rioja,4073,3.47
2020-06-23,Andalucía,12895,1.11
2020-06-23,Aragón,6011,15.84
2020-06-23,Asturias,2435,0.39
2020-06-23,Baleares,2188,4.35
2020-06-23,Canarias,2415,2.04
2020-06-23,Cantabria,2344,3.44
2020-06-23,C. La Mancha,17987,11.71
2020-06-23,C. León,19527,11.42
2020-06-23,Cataluña,60754,15.93
2020-06-23,Ceuta,163,0
2020-06-23,C. Valenciana,11494,2.84
2020-06-23,Extremadura,3011,3.09
2020-06-23,Galicia,9175,0.93
2020-06-23,Madrid,71359,17.75
2020-06-23,Melilla,126,4.62
2020-06-23,Murcia,1653,1.87
2020-06-23,Navarra,5415,12.23
2020-06-23,País Vasco,13727,6.79
2020-06-23,La Rioja,4073,3.47
2020-06-24,Andalucía,12917,1.26
2020-06-24,Aragón,6060,18.42
2020-06-24,Asturias,2435,0.39
2020-06-24,Baleares,2189,4.35
2020-06-24,Canarias,2421,2.32
2020-06-24,Cantabria,2351,4.65
2020-06-24,C. La Mancha,17987,9.79
2020-06-24,C. León,19563,11.42
2020-06-24,Cataluña,60847,15.35
2020-06-24,Ceuta,164,1.18
2020-06-24,C. Valenciana,11501,2.62
2020-06-24,Extremadura,3017,3.28
2020-06-24,Galicia,9178,0.89
2020-06-24,Madrid,71434,16.99
2020-06-24,Melilla,126,4.62
2020-06-24,Murcia,1655,1.87
2020-06-24,Navarra,5426,13.15
2020-06-24,País Vasco,13742,6.75
2020-06-24,La Rioja,4073,3.16
2020-06-25,Andalucía,12957,1.66
2020-06-25,Aragón,6112,21.83
2020-06-25,Asturias,2435,0.39
2020-06-25,Baleares,2191,4.18
2020-06-25,Canarias,2423,2.32
2020-06-25,Cantabria,2351,4.13
2020-06-25,C. La Mancha,18021,8.17
2020-06-25,C. León,19585,11.04
2020-06-25,Cataluña,60927,14.11
2020-06-25,Ceuta,163,0
2020-06-25,C. Valenciana,11509,2.5
2020-06-25,Extremadura,3019,3.37
2020-06-25,Galicia,9186,1.15
2020-06-25,Madrid,71579,16.72
2020-06-25,Melilla,126,4.62
2020-06-25,Murcia,1657,1.94
2020-06-25,Navarra,5426,12.53
2020-06-25,País Vasco,13745,6.39
2020-06-25,La Rioja,4074,3.47
2020-06-26,Andalucía,12984,1.9
2020-06-26,Aragón,6228,27.51
2020-06-26,Asturias,2435,0
2020-06-26,Baleares,2194,3.91
2020-06-26,Canarias,2426,2.41
2020-06-26,Cantabria,2351,3.61
2020-06-26,C. La Mancha,18024,8.31
2020-06-26,C. León,19607,10.88
2020-06-26,Cataluña,61073,14.19
2020-06-26,Ceuta,163,0
2020-06-26,C. Valenciana,11512,2.24
2020-06-26,Extremadura,3025,3.75
2020-06-26,Galicia,9193,1.33
2020-06-26,Madrid,71632,15.73
2020-06-26,Melilla,126,4.62
2020-06-26,Murcia,1658,1.94
2020-06-26,Navarra,5442,14.37
2020-06-26,País Vasco,13756,6.34
2020-06-26,La Rioja,4076,3.16
2020-06-27,Andalucía,13027,2.34
2020-06-27,Aragón,6255,29.33
2020-06-27,Asturias,2435,0
2020-06-27,Baleares,2201,3.83
2020-06-27,Canarias,2427,2.28
2020-06-27,Cantabria,2351,3.27
2020-06-27,C. La Mancha,18076,10.28
2020-06-27,C. León,19634,10.88
2020-06-27,Cataluña,61229,14.07
2020-06-27,Ceuta,163,0
2020-06-27,C. Valenciana,11531,2.24
2020-06-27,Extremadura,3026,3.75
2020-06-27,Galicia,9199,1.52
2020-06-27,Madrid,71839,14.78
2020-06-27,Melilla,126,3.47
2020-06-27,Murcia,1658,1.94
2020-06-27,Navarra,5450,15.13
2020-06-27,País Vasco,13766,5.98
2020-06-27,La Rioja,4076,2.84
2020-06-28,Andalucía,13045,2.5
2020-06-28,Aragón,6304,32.52
2020-06-28,Asturias,2435,0
2020-06-28,Baleares,2205,4
2020-06-28,Canarias,2427,2.18
2020-06-28,Cantabria,2362,4.82
2020-06-28,C. La Mancha,18094,9.94
2020-06-28,C. León,19634,10.42
2020-06-28,Cataluña,61355,15.26
2020-06-28,Ceuta,163,0
2020-06-28,C. Valenciana,11537,2.18
2020-06-28,Extremadura,3026,3.56
2020-06-28,Galicia,9202,1.59
2020-06-28,Madrid,71881,15.19
2020-06-28,Melilla,126,2.31
2020-06-28,Murcia,1672,2.81
2020-06-28,Navarra,5459,16.51
2020-06-28,País Vasco,13767,5.62
2020-06-28,La Rioja,4076,2.53
2020-06-29,Andalucía,13080,2.9
2020-06-29,Aragón,6319,33.43
2020-06-29,Asturias,2435,0
2020-06-29,Baleares,2206,3.74
2020-06-29,Canarias,2427,2.14
2020-06-29,Cantabria,2362,4.82
2020-06-29,C. La Mancha,18120,10.77
2020-06-29,C. León,19665,11.5
2020-06-29,Cataluña,61417,15.65
2020-06-29,Ceuta,163,0
2020-06-29,C. Valenciana,11541,2.2
2020-06-29,Extremadura,3027,3.65
2020-06-29,Galicia,9206,1.78
2020-06-29,Madrid,71885,15.01
2020-06-29,Melilla,126,2.31
2020-06-29,Murcia,1680,3.35
2020-06-29,Navarra,5463,17.12
2020-06-29,País Vasco,13772,5.39
2020-06-29,La Rioja,4076,2.21
2020-06-30,Andalucía,13102,3.14
2020-06-30,Aragón,6330,34.11
2020-06-30,Asturias,2435,0
2020-06-30,Baleares,2209,4
2020-06-30,Canarias,2427,2.09
2020-06-30,Cantabria,2362,4.47
2020-06-30,C. La Mancha,18158,11.31
2020-06-30,C. León,19685,11.21
2020-06-30,Cataluña,61494,15.61
2020-06-30,Ceuta,163,0
2020-06-30,C. Valenciana,11579,2.86
2020-06-30,Extremadura,3030,3.75
2020-06-30,Galicia,9215,2.04
2020-06-30,Madrid,71950,14.12
2020-06-30,Melilla,126,2.31
2020-06-30,Murcia,1684,3.55
2020-06-30,Navarra,5463,16.97
2020-06-30,País Vasco,13783,5.39
2020-06-30,La Rioja,4076,2.21
2020-07-01,Andalucía,13139,3.53
2020-07-01,Aragón,6353,35.47
2020-07-01,Asturias,2435,0
